Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source,Restricted Access,RD Blends,RD Blends (French),RD Blended with Biodiesel,RD Maximum Biodiesel Level,NPS Unit Name,CNG Station Sells Renewable Natural Gas,LNG Station Sells Renewable Natural Gas,Maximum Vehicle Class,EV Workplace Charging
ELEC,City of Bowling Green - Parking Lot 1,119 E Court St,Space #120. Between N Main and N Prospect,Bowling Green,OH,43402,,419-354-6246,E,,Public,24 hours daily; pay lot,,,,,,1,,,Non-Networked,,GPS,41.375364,-83.649802,7/12/2022,49045,2023-02-14 15:54:11 UTC,LG,,,7/15/2012,,,,,J1772,US,,,,Public,,public,,,PARKING_LOT,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,MD,FALSE
ELEC,City of Bowling Green - Parking Lot 2,125 S Prospect St,Space #294.  Between E Wooster and Clough St,Bowling Green,OH,43402,,419-354-6246,E,,Public,24 hours daily; pay lot,,,,,,1,,,Non-Networked,,GPS,41.373994,-83.649364,7/12/2022,49046,2023-02-14 15:54:11 UTC,LG,,,7/15/2012,,,,,J1772,US,,,,Public,,public,,,PARKING_LOT,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,MD,FALSE
ELEC,City of Bowling Green - Parking Lot 3,132 S Church St,Space #300. Between W Wooster and W Washington St,Bowling Green,OH,43402,,419-354-6246,E,,Public,24 hours daily; pay lot,,,,,,1,,,Non-Networked,,GPS,41.373695,-83.651523,7/12/2022,49047,2023-02-14 15:54:11 UTC,LG,,,7/15/2012,,,,,J1772,US,,,,Public,,public,,,PARKING_LOT,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,MD,FALSE
ELEC,John T Lyle Center for Regenerative Studies,4105 University S Dr,,Walnut,CA,91768,,909-869-3061,E,,Public,24 hours daily; parking permit required,,,,,,2,,,Non-Networked,,GPS,34.049341,-117.82341,5/3/2023,49133,2024-01-31 22:07:01 UTC,P,,,7/16/2012,,,,,J1772,US,,,,Public,,public,,,COLLEGE_CAMPUS,,,,,,,Free,,,,,,,,,,TRUE,,,,,,,,MD,FALSE
ELEC,McNaughton McKay Electric Co,1357 E Lincoln Ave,East side of building near customer Will Call entrance,Madison Heights,MI,48071,,248-399-7500,E,,Public,24 hours daily,,,,,,2,,,Non-Networked,,GPS,42.484615,-83.09264,1/10/2022,49174,2022-02-10 19:42:29 UTC,T,,,10/31/2011,,,,,J1772,US,,,,Public,,public,,,UTILITY,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,MD,FALSE
ELEC,McMinnville Electric System,300 W Main St,,McMinnville,TN,37110,,931-473-3144,E,,Public,24 hours daily,,,,,,1,,,Non-Networked,,200-9,35.682046,-85.776576,2/12/2024,49211,2024-02-12 21:24:44 UTC,P,,,7/10/2014,,,,,J1772,US,,,,Public,,public,,,UTILITY,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,MD,FALSE
ELEC,IBEW-NECA Electrical Training Institute,1751 S Lawndale Ave,,Indianapolis,IN,46241,,317-270-5282,E,,Public,24 hours daily,,,,,,2,,,Non-Networked,,200-9,39.741073,-86.263254,10/12/2023,49520,2024-01-31 22:07:01 UTC,P,,,9/1/2012,,,,,J1772,US,,,,Public,,public,,,OFFICE_BLDG,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,MD,FALSE
ELEC,Tom Wood Nissan,4150 E 96th St,,Indianapolis,IN,46240,,317-848-8888,E,,Public - Call ahead,Dealership business hours,,,,,,5,1,,Non-Networked,,200-8,39.926954,-86.100509,10/12/2023,49668,2024-01-31 22:07:01 UTC,P,,,10/25/2012,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,MD,FALSE
ELEC,City of Wilmington - Market Street Parking Deck,115 Market St,Intersection of Market and 2nd St. Located on the first floor.,Wilmington,NC,28401,,910-762-5678,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,200-9,34.235678,-77.948353,1/10/2022,49883,2022-02-10 19:42:29 UTC,T,,,5/31/2012,,,,,J1772,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,MD,FALSE
ELEC,Siemens Ultra,685 E Middlefield Rd,,Mountain View,CA,94043,,,T,12/15/2023,TEMPORARILY UNAVAILABLE (Public),24 hours daily,,,,,,4,,,Non-Networked,,GPS,37.39120483,-122.0531,9/14/2023,49985,2024-01-31 22:07:01 UTC,P,,,10/15/2012,,,,,J1772,US,,,,TEMPORAIREMENT SUSPENDU (Public),,public,,,HOSPITAL,,,,,,,,,,,,,,,,,FALSE,,,,,,,,MD,TRUE
ELEC,Reasor's Foods,11116 S Memorial Dr,Located by the deli side,Bixby,OK,74008,,918-970-4900,E,,Public,24 hours daily,,,,,,1,,,Non-Networked,,GPS,36.00035,-95.889069,1/10/2022,50712,2022-02-10 19:42:29 UTC,P,,,10/31/2012,,,,,J1772,US,,,,Public,,public,,,GROCERY,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,MD,FALSE
ELEC,Wynne Ford,1020 W Mercury Blvd,Located at W Mercury Boulevard & N Armistead Avenue,Hampton,VA,23666,,757-838-3673,E,,Public - Call ahead,Dealership business hours,,,,,,2,,,Non-Networked,,200-9,37.044549,-76.380595,12/13/2023,51900,2024-01-31 22:07:01 UTC,P,,,9/30/2021,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,MD,FALSE
ELEC,Magic City Ford Lincoln Isuzu,809 Williamson Rd NE,,Roanoke,VA,24016,,540-345-0911,E,,Public - Call ahead,Dealership business hours,,,,,,2,,,Non-Networked,,200-9,37.280149,-79.933227,11/9/2023,51902,2024-01-31 22:07:01 UTC,P,,,4/1/2013,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,MD,FALSE
ELEC,Klaben Ford Lincoln,1089 W Main St,"Located on Rt 59, 1 mile West of Rt 43.",Kent,OH,44240,,,E,,Public,Dealership business hours,,,,,,1,,,Non-Networked,,200-9,41.151759,-81.380359,10/12/2023,52034,2024-01-31 22:07:01 UTC,P,,,4/1/2013,,,,,J1772,US,,,,Public,,public,,,CAR_DEALER,,,,,,,Free,,,,,,,,,,TRUE,,,,,,,,MD,FALSE
ELEC,Mountain View Solar,11500 Valley Rd,,Berkeley Springs,WV,25411,,304-258-4733,E,,Public,8am-5pm daily,,,,,,2,,,Non-Networked,,GPS,39.471928,-78.307944,1/10/2023,52269,2023-02-14 15:54:11 UTC,P,,,8/1/2012,,,,,J1772,US,,,,Public,,public,,,STANDALONE_STATION,,,,,,,Free,,,,,,,,,SOLAR,FALSE,,,,,,,,MD,FALSE
ELEC,Don Hinds Ford,12610 Ford Dr,Located in the customer parking area,Fishers,IN,46038,,317-849-9000,E,,Public - Call ahead,Dealership business hours,,,,,,2,,,Non-Networked,,200-9,39.972851,-86.005158,12/13/2023,52657,2024-01-31 22:07:01 UTC,P,,,1/1/2013,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,MD,FALSE
ELEC,Saint Meinrad Archabbey,200 Hill Dr,"From State Rd 62, turn south onto 6th St. The Guest House parking lot is on the left.",St. Meinrad,IN,47577,,812-357-6611,E,,Public,School business hours; call 812-357-6611 if you wish to make a reservation,A Cash Checks D M V,,,,,2,,,Non-Networked,,200-8,38.165557,-86.813354,1/10/2022,52658,2022-02-10 19:42:29 UTC,P,,,8/1/2013,,,,,J1772,US,,,,Public,,public,,,SCHOOL,,,,,,,$1.50 per hour,,,,,,,,,,FALSE,,,,,,,,MD,FALSE
ELEC,Solano County - County Administration Center Parking Structure,675 Texas St,,Fairfield,CA,94533,,707-784-6335,E,,Public,24 hours daily,,,,,,8,,,Non-Networked,,200-8,38.24922,-122.041825,1/9/2024,52737,2024-04-18 19:38:54 UTC,LG,,,7/23/2013,,,,,J1772,US,,,,Public,,public,,,MUNI_GOV,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,MD,FALSE
ELEC,Safford Ford Lincoln of Salisbury,1902 N Salisbury Blvd,Located near the service entrance,Salisbury,MD,21801,,443-210-4835,E,,Public - Call ahead,Dealership business hours,,,,,,2,,,Non-Networked,,200-9,38.389455,-75.580663,9/14/2023,53423,2024-01-31 22:07:01 UTC,P,,,1/1/2013,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,MD,FALSE
ELEC,Martin Horn,210 Carlton Rd,,Charlottesville,VA,22902,,434-293-6171,E,,Public - Call ahead,24 hours daily,,,,,,1,,,Non-Networked,,200-9,38.022977,-78.468836,12/13/2023,53699,2024-01-31 22:07:01 UTC,P,,,11/25/2013,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,OFFICE_BLDG,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,MD,FALSE
ELEC,Dahl Honda,500 4th St S,Located on the west side of the building.,La Crosse,WI,54601,,,T,6/1/2023,TEMPORARILY UNAVAILABLE (Public),Customer use only,,,,,,1,,,Non-Networked,,200-9,43.808298,-91.25224,12/13/2022,53703,2023-02-14 15:54:11 UTC,P,,,11/20/2013,,,,,J1772,US,,,,TEMPORAIREMENT SUSPENDU (Public),,public,,,CAR_DEALER,,,,,,,Free,,,,,,,,,,TRUE,,,,,,,,MD,FALSE
ELEC,Golf Mill Ford,9401 N Milwaukee Ave,,Niles,IL,60714,,847-470-9800,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,200-9,42.051495,-87.833913,9/10/2021,53859,2022-02-10 19:42:29 UTC,P,,,1/1/2013,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,MD,FALSE
ELEC,Marion Automotive Group,1025 N Main St,,Marion,VA,24354,,276-783-5116,E,,Public,Dealership business hours,,,,,,1,,,Non-Networked,,200-9,36.843713,-81.503731,10/12/2023,53952,2024-01-31 22:07:01 UTC,P,,,7/1/2013,,,,,J1772,US,,,,Public,,public,,,CAR_DEALER,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,MD,FALSE
ELEC,Sheehy Ford Lincoln,10601 Midlothian Turnpike,,Midlothian,VA,23235,,804-794-0500,E,,Public - Call ahead,Dealership business hours; for customer use only,Wright_Exp,,,,,1,,,Non-Networked,,GPS,37.506999,-77.592621,10/12/2023,53954,2024-01-31 22:07:01 UTC,P,,,9/1/2013,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,TRUE,,,,,,,,MD,FALSE
ELEC,Casey Chevrolet,11700 Jefferson Ave,,Newport News,VA,23606,,757-320-1476,E,,Public - Call ahead,Dealership business hours; for Chevrolet use only,,,,,,2,,,Non-Networked,,200-9,37.075503,-76.474858,11/9/2023,53955,2024-01-31 22:07:01 UTC,P,,,10/1/2013,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,TRUE,,,,,,,,MD,FALSE
ELEC,Whole Foods Market,1800 Laskin Rd,,Virginia Beach,VA,23454,,757-422-0444,E,,Public,8am-9pm daily,,,,,,2,,,Non-Networked,,200-9,36.850535,-76.027886,11/9/2023,53963,2024-01-31 22:07:01 UTC,P,,,8/1/2013,,,,,J1772,US,,,,Public,,public,,,GROCERY,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,MD,FALSE
ELEC,Sheehy Ford,11450 Washington Hwy,"one at the front side of building, one on southside of building",Ashland,VA,23005,,804-798-4791,E,,Public - Call ahead,Dealership business hours,,,,,,2,,,Non-Networked,,200-9,37.72489,-77.469528,10/12/2023,53998,2024-01-31 22:07:01 UTC,P,,,9/1/2013,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,MD,FALSE
